plot_ID,SITE,line,genotype,location,lib_ID,BIOMASS,TC,AREA,SLA,FRESH,DRY,RWC,OP,MDWP,Group,Population
K1817,KINGS,PDS.1.G1,PDS1,West,PD17-6,134.89,317,18.18,195.273899,0.2582,0.0931,83.72210953,452,17,West_KINGS,HAL_I
K1901,KINGS,NOH.5.G2,NOH5,Filipes,PD11-12,44.79,281,7,235.6902357,0.0847,0.0297,83.081571,644,19,Coastal_KINGS,FIL
K1902,KINGS,ESE.2.G1,ESE2,CenTex,PD11-13,78.89,535,9.69,194.1883768,0.1442,0.0499,81.64502165,574,23,CenTex_KINGS,HAL_I
K1903,KINGS,PDL.4.G1,PDL4,West,PD17-7,131.89,579,16.82,189.8419865,0.2442,0.0886,78.30900856,698,22.5,West_KINGS,HAL_I
K1904,KINGS,JHC.3.G2,JHC3,TexMex,PD11-14,34.39,417,5.48,232.2033898,0.069,0.0236,79.64912281,608,19.5,TexMex_KINGS,HAL_II
K1905,KINGS,POI.3.G4,POI3,Sym,PD11-15,82.39,817,8.26,182.3399558,0.1006,0.0453,79.1130186,671,20.5,Sym_KINGS,HAL_II
K1906,KINGS,DOF.11.G1,DOF11,TexMex,PD17-8,104.19,679,6,190.4761905,0.081,0.0315,75.45731707,504,20,TexMex_KINGS,HAL_II
K1907,KINGS,BBF.5.G1,BBF5,TexMex,PD1-15,56.29,381,3.25,198.1707317,0.0421,0.0164,68.71657754,552,23,TexMex_KINGS,HAL_II
K1908,KINGS,AWR.1.G1,AWR1,Filipes,PD11-16,273.5,374,11.36,206.1705989,0.173,0.0551,81.42265193,663,17,Filipes_KINGS,FIL
K1909,KINGS,TNK.2.F,TNK2,West,PD11-17,120.39,356,14.15,223.1861199,0.2171,0.0634,90.4649794,543,17.5,West_KINGS,HAL_I
K1910,KINGS,FIL.2A.G2,FIL2A,Filipes,PD11-18,576.6,617,12.33,219.3950178,0.1684,0.0562,87.51950078,603,19.5,Filipes_KINGS,FIL
K1911,KINGS,NUE.1.F,NUE1,Filipes,PD11-19,97.79,492,9.39,240.7692308,0.1192,0.039,81.50406504,574,18.5,Coastal_KINGS,FIL
K1912,KINGS,CRC.1.G1,CRC1,West,PD5-18,60.69,272,7.49,224.251497,0.0894,0.0334,81.15942029,544,15,West_KINGS,HAL_I
K1913,KINGS,GNH.10.G2,GNH10,Sym,PD2-12,128.39,424,12.76,211.9601329,0.1755,0.0602,85.72490706,556,18,Sym_KINGS,HAL_II
K1915,KINGS,KIC.6.G3,KIC6,TexMex,PD17-9,407,547,15.95,198.630137,0.2171,0.0803,80.7079646,611,21,TexMex_KINGS,HAL_II
K1916,KINGS,SVN.3.G2,SVN3,West,PD9-19,58.39,298,13.42,158.4415584,0.2446,0.0847,82.16855087,643,16.5,West_KINGS,HAL_I
K2001,KINGS,ALI.4.G1,ALI4,West,PD11-23,157.39,433,13.19,188.1597718,0.187,0.0701,78.50906649,646,23.5,West_KINGS,HAL_I
K2004,KINGS,BBD.5.G1,BBD5,TexMex,PD11-24,94.79,409,5.31,191.6967509,0.0714,0.0277,77.4822695,590,20,TexMex_KINGS,HAL_II
K2005,KINGS,CLA.1A.G1,CLA1A,West,PD11-25,140.49,597,9.93,213.5483871,0.1472,0.0465,80.4313099,581,18.5,West_KINGS,HAL_I
K2006,KINGS,HAL.2.G1,HAL2,CenTex,PD5-20,213.9,494,13.02,199.6932515,0.1944,0.0652,80.19863439,623,18.5,CenTex_KINGS,HAL_I
K2007,KINGS,HUE.19.G2,HUE19,Sym,PD24-19,150.19,507,9.44,205.2173913,0.1219,0.046,76.35814889,716,20.5,Sym_KINGS,HAL_II
K2008,KINGS,ATA.1.G1,ATA1,TexMex,PD11-26,86.79,413,7.12,235.7615894,0.0853,0.0302,75.68681319,583,19.5,TexMex_KINGS,HAL_II
K2009,KINGS,PDL.4.G1,PDL4,West,PD17-12,69.39,287,15.66,219.3277311,0.2078,0.0714,70.41817243,643,20.5,West_KINGS,HAL_I
K2010,KINGS,KEN.3.G1,KEN3,TexMex,PD17-13,67.19,211,11.84,220.8955224,0.1592,0.0536,76.08069164,791,22,TexMex_KINGS,HAL_II
K2011,KINGS,GNF.1.G1,GNF1,Filipes,PD17-14,104.89,230,6.29,144.266055,0.1238,0.0436,78.16764133,631,21,Filipes_KINGS,FIL
K2013,KINGS,BEX.14.G1,BEX14,CenTex,PD11-27,124.39,409,9.4,148.4992101,0.15,0.0633,91.07142857,626,20.5,CenTex_KINGS,HAL_I
K2014,KINGS,BEL.3.G1,BEL3,CenTex,PD17-16,72.69,337,5.75,214.5522388,0.0691,0.0268,68.66883117,628,26.5,CenTex_KINGS,HAL_I
K2015,KINGS,EPS.1C.G1,EPS1C,Filipes,PD17-17,217.9,317,14.93,210.5782793,0.2119,0.0709,88.01498127,499,21,Filipes_KINGS,FIL
K2016,KINGS,BOS.3.G1,BOS3,West,PD11-28,63.49,297,10.65,188.4955752,0.1663,0.0565,83.11884936,634,19.5,West_KINGS,HAL_I
K2017,KINGS,KIC.6.G3,KIC6,TexMex,PD17-18,101.69,417,5.5,172.9559748,0.0724,0.0318,78.68217054,431,17.5,TexMex_KINGS,HAL_II
K2101,KINGS,TNK.2.F,TNK2,West,PD17-19,26.69,189,11.39,220.3094778,0.1581,0.0517,79.76011994,539,21,West_KINGS,HAL_I
K2103,KINGS,EPS.1C.G1,EPS1C,Filipes,PD11-29,395.5,621,16.17,224.5833333,0.238,0.072,84.99743984,606,19.5,Filipes_KINGS,FIL
K2104,KINGS,COM.12.G2,COM12,TexMex,PD8-11,54.79,256,8.88,213.9759036,0.1224,0.0415,84.27083333,587,19,TexMex_KINGS,HAL_II
K2105,KINGS,GNF.1.G1,GNF1,Filipes,PD13-1,64.89,179,8.28,172.5,0.1455,0.048,84.7826087,540,19.5,Filipes_KINGS,FIL
K2106,KINGS,MCR.19.G2,MCR19,West,PD17-21,91.19,267,18.65,179.3269231,0.3072,0.104,81.9685357,599,17.5,West_KINGS,HAL_I
K2107,KINGS,SEM.2A.G2,SEM2A,TexMex,PD3-15,72.09,261,3.93,212.4324324,0.0487,0.0185,76.4556962,570,18.5,TexMex_KINGS,HAL_II
K2109,KINGS,ARA.1.G1,ARA1,Filipes,PD13-3,262.4,267,21.53,186.5684575,0.3724,0.1154,85.49567532,612,19.5,Filipes_KINGS,FIL
K2110,KINGS,SEM.2A.G2,SEM2A,TexMex,PD3-16,45.09,136,4.34,205.6872038,0.0603,0.0211,81.4968815,587,20.5,TexMex_KINGS,HAL_II
K2111,KINGS,BUR.8.G1,BUR8,Sym,PD5-12,108.99,341,11.59,199.1408935,0.1677,0.0582,81.29175947,684,22.5,Sym_KINGS,HAL_II
K2112,KINGS,DOF.11.G1,DOF11,TexMex,PD13-4,64.29,597,6.75,195.0867052,0.0957,0.0346,81.79384203,655,22.5,TexMex_KINGS,HAL_II
K2113,KINGS,NMX.1.G1,NMX1,West,PD13-5,77.09,211,21.82,184.4463229,0.3313,0.1183,70.59993371,705,23,West_KINGS,HAL_I
K2114,KINGS,GMO.5.G1,GMO5,West,PD8-15,71.59,227,7.65,175.0572082,0.1572,0.0437,89.29976397,608,20,West_KINGS,HAL_I
K2115,KINGS,SAN.9.G1,SAN9,TexMex,PD17-23,28.69,392,3.16,230.6569343,0.0331,0.0137,60.0619195,730,23.5,TexMex_KINGS,HAL_II
K2116,KINGS,ABI.1.G3,ABI1,CenTex,PD17-24,120.09,347,10.83,199.8154982,0.1429,0.0542,67.76165011,631,21,CenTex_KINGS,HAL_I
K2117,KINGS,NDD.1.G1,NDD1,TexMex,PD2-17,53.69,297,9.5,184.8249027,0.1468,0.0514,78.19672131,651,23,TexMex_KINGS,HAL_II
k2118,KINGS,BME.2.G1,BME2,West,PD7-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,West_KINGS,HAL_I
K2203,KINGS,COM.12.G2,COM12,TexMex,PD8-12,69.49,202,5.94,185.046729,0.0905,0.0321,83.54792561,654,17,TexMex_KINGS,HAL_II
K2204,KINGS,SPJ.2.G2,SPJ2,CenTex,PD4-12,105.19,251,14.05,186.0927152,0.2291,0.0755,89.09512761,573,17.5,CenTex_KINGS,HAL_I
K2205,KINGS,BBF.5.G1,BBF5,TexMex,PD1-16,52.99,143,6.33,196.5838509,0.0948,0.0322,87.79803647,595,17,TexMex_KINGS,HAL_II
K2207,KINGS,BOS.3.G1,BOS3,West,PD13-7,177.8,320,14.47,193.708166,0.2258,0.0747,89.03948144,505,18,West_KINGS,HAL_I
K2208,KINGS,PDS.1.G1,PDS1,West,PD17-27,149.9,231,15.06,202.147651,0.2106,0.0745,79.26616191,589,18.5,West_KINGS,HAL_I
K2210,KINGS,ATA.1.G1,ATA1,TexMex,PD13-8,75.09,180,6.71,236.2676056,0.083,0.0284,78.67435159,631,20.5,TexMex_KINGS,HAL_II
K2211,KINGS,BEE.1A.G3,BEE1A,Sym,PD1-18,182.4,281,8.67,247.7142857,0.1059,0.035,90.54916986,670,22,Sym_KINGS,HAL_II
K2212,KINGS,NUE.1.F,NUE1,Filipes,PD17-29,137.89,243,8.72,223.5897436,0.1222,0.039,88.13559322,618,15,Coastal_KINGS,FIL
K2213,KINGS,PIS.2.G2,PIS2,Sym,PD17-30,98.59,320,5.44,204.5112782,0.0766,0.0266,87.10801394,644,14,Sym_KINGS,HAL_II
K2214,KINGS,HUE.19.G2,HUE19,Sym,PD24-21,150.49,205,9.14,203.1111111,0.1079,0.045,73.13953488,606,20,Sym_KINGS,HAL_II
K2217,KINGS,BEL.3.G1,BEL3,CenTex,PD13-9,76.69,135,7.5,204.9180328,0.1145,0.0366,87.62654668,568,24,CenTex_KINGS,HAL_I
K2301,KINGS,TNK.2.F,TNK2,West,PD23-15,27.99,101,7.99,207.5324675,0.1263,0.0385,80.1826484,646,23,West_KINGS,HAL_I
k2302,KINGS,PRT.4.G1,PRT4,West,PD7-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,West_KINGS,HAL_I
K2303,KINGS,CNF.2.G1,CNF2,West,PD13-10,99.29,205,17.04,172.1212121,0.2929,0.099,84.15798611,571,25,West_KINGS,HAL_I
K2304,KINGS,MKF.1.G1,MKF1,CenTex,PD23-16,89.99,230,13.25,225.3401361,0.1974,0.0588,89.24661945,687,20.5,CenTex_KINGS,HAL_I
K2305,KINGS,KEN.3.G1,KEN3,TexMex,PD23-17,95.29,315,14.41,220.3363914,0.2186,0.0654,85.63443264,555,20.5,TexMex_KINGS,HAL_II
K2306,KINGS,SPJ.2.G2,SPJ2,CenTex,PD4-13,126.09,345,12.08,227.0676692,0.1648,0.0532,83.09754281,580,23,CenTex_KINGS,HAL_I
K2307,KINGS,BAN.17.G1,BAN17,CenTex,PD13-11,161.09,320,9.1,206.8181818,0.1277,0.044,82.5443787,595,20,CenTex_KINGS,HAL_I
K2308,KINGS,SMF.BK.F,SMFBK,CenTex,PD23-18,173.09,281,13.5,200,0.1934,0.0675,83.48806366,553,20,CenTex_KINGS,HAL_I
K2309,KINGS,NMX.1.G1,NMX1,West,PD25-13,NA,NA,NA,NA,NA,NA,NA,561,NA,West_KINGS,HAL_I
K2310,KINGS,AWR.1.G1,AWR1,Filipes,PD13-12,219.8,131,15.09,202.8225806,0.1995,0.0744,81.07582631,563,23,Filipes_KINGS,FIL
K2311,KINGS,WBW.16.G4,WBW16,Sym,PD23-19,80.19,234,9.34,222.9116945,0.1291,0.0419,82.57575758,544,21,Sym_KINGS,HAL_II
K2312,KINGS,ALI.4.G1,ALI4,West,PD13-13,113.59,210,14.07,196.7832168,0.2196,0.0715,85.70601852,548,19.5,West_KINGS,HAL_I
K2313,KINGS,MKF.1.G1,MKF1,CenTex,PD23-20,107.89,260,9.4,187.6247505,0.1394,0.0501,80.16157989,571,21,CenTex_KINGS,HAL_I
K2314,KINGS,NDD.1.G1,NDD1,TexMex,PD2-18,80.99,353,9.52,197.1014493,0.1427,0.0483,78.14569536,621,27,TexMex_KINGS,HAL_II
K2315,KINGS,WBW.16.G4,WBW16,Sym,PD23-21,47.39,210,7.14,202.266289,0.0968,0.0353,86.37640449,531,19,Sym_KINGS,HAL_II
K2317,KINGS,ATA.1.G1,ATA1,TexMex,PD13-14,97.59,260,8.08,241.1940299,0.1031,0.0335,82.85714286,477,19.5,TexMex_KINGS,HAL_II
K2318,KINGS,BUR.8.G1,BUR8,Sym,PD5-13,105.39,195,10.62,200.3773585,0.1455,0.053,85.25345622,584,22,Sym_KINGS,HAL_II
K2401,KINGS,JHC.3.G2,JHC3,TexMex,PD23-23,107.99,363,5.29,181.7869416,0.0715,0.0291,62.26138032,599,22,TexMex_KINGS,HAL_II
K2402,KINGS,CRS.3.G1,CRS3,West,PD24-23,74.79,215,19.96,197.8196234,0.3426,0.1009,81.32570659,589,21,West_KINGS,HAL_I
K2404,KINGS,NDD.1.G1,NDD1,TexMex,PD2-19,57.49,295,21.26,272.2151088,0.2275,0.0781,77.8125,667,21.5,TexMex_KINGS,HAL_II
K2405,KINGS,KER.10.G1,KER10,CenTex,PD23-25,110.79,341,9.31,189.2276423,0.137,0.0492,80.69852941,628,25,CenTex_KINGS,HAL_I
K2406,KINGS,HDS.1.G1,HDS1,CenTex,PD23-26,66.89,263,9.71,205.2854123,0.1277,0.0473,77.4566474,642,20,CenTex_KINGS,HAL_I
K2407,KINGS,BAN.17.G1,BAN17,CenTex,PD13-15,106.29,335,7.12,155.4585153,0.1337,0.0458,81.61559889,603,18.5,CenTex_KINGS,HAL_I
K2408,KINGS,LMA.4.G2,LMA4,CenTex,PD23-27,101.69,356,11.06,190.6896552,0.1722,0.058,81.98133525,596,19.5,CenTex_KINGS,HAL_I
K2409,KINGS,COM.12.G2,COM12,TexMex,PD8-13,47.59,180,9.14,226.2376238,0.1271,0.0404,78.5326087,550,21.5,TexMex_KINGS,HAL_II
K2410,KINGS,HWY.1.G1,HWY1,West,PD23-28,81.09,185,10.23,220.4741379,0.1499,0.0464,83.40048348,505,21.5,West_KINGS,HAL_I
K2411,KINGS,SEV.2.G1,SEV2,West,PD9-17,67.79,180,14.52,178.1595092,0.2491,0.0815,87.79465689,495,13,West_KINGS,HAL_I
K2412,KINGS,UVL.1A.G3,UVL1A,Sym,PD4-16,92.89,390,10.32,224.8366013,0.1547,0.0459,82.23733938,628,18.5,Sym_KINGS,HAL_II
K2413,KINGS,LME.5.G1,LME5,West,PD9-10,41.59,170,9.68,223.556582,0.1387,0.0433,76.07655502,602,21.5,West_KINGS,HAL_I
K2414,KINGS,CAM.1.G1,CAM1,Filipes,PD13-16,652.7,597,23.81,173.7956204,0.4124,0.137,82.23350254,590,19.5,Filipes_KINGS,FIL
K2415,KINGS,CBS.6.G1,CBS6,CenTex,PD4-17,93.39,326,8.46,188,0.1128,0.045,77.75229358,540,19.5,CenTex_KINGS,HAL_I
K2417,KINGS,CRS.3.G1,CRS3,West,PD23-29,60.29,157,13.13,216.3097199,0.1929,0.0607,81.00490196,618,17,West_KINGS,HAL_I
K2501,KINGS,GNH.10.G2,GNH10,Sym,PD2-13,161.19,509,11.11,226.7346939,0.1411,0.049,NA,686,21,Sym_KINGS,HAL_II
K2502,KINGS,SPR.30.G3,SPR30,West,PD23-30,120.29,219,18.37,182.9681275,0.3371,0.1004,95.86877278,609,19.5,West_KINGS,HAL_I
K2503,KINGS,SPE.34.G2,SPE34,West,PD3-19,107.79,442,7.39,186.1460957,0.1173,0.0397,93.04556355,635,20,West_KINGS,HAL_I
K2504,KINGS,CKR.15.G3,CKR15,West,PD7-17,96.19,269,9.99,222.4944321,0.1539,0.0449,85.02340094,604,15,West_KINGS,HAL_I
K2506,KINGS,ARA.1.G1,ARA1,Filipes,PD13-17,513.5,379,17.75,187.2362869,0.2643,0.0948,85.56284705,507,18,Filipes_KINGS,FIL
K2507,KINGS,BUS.3.G1,BUS3,West,PD13-18,128.19,269,10.96,213.6452242,0.1505,0.0513,81.04575163,544,20,West_KINGS,HAL_I
K2508,KINGS,CBS.6.G1,CBS6,CenTex,PD4-18,100.79,369,7.74,193.9849624,0.101,0.0399,77.73536896,592,21,CenTex_KINGS,HAL_I
K2509,KINGS,ZAP.1.G1,ZAP1,Filipes,PD24-25,442.5,487,20.51,190.4363974,0.324,0.1077,93.47450303,608,20.5,Coastal_KINGS,FIL
K2510,KINGS,CKR.15.G3,CKR15,West,PD7-18,127.29,323,11.87,206.7944251,0.1699,0.0574,78.23365786,655,15,West_KINGS,HAL_I
K2511,KINGS,GMO.5.G1,GMO5,West,PD8-16,204.3,259,12.44,178.2234957,0.1999,0.0698,82.70820089,574,20.5,West_KINGS,HAL_I
K2512,KINGS,SMF.BK.F,SMFBK,CenTex,PD24-26,248.7,329,15.93,195.7002457,0.2398,0.0814,88.04891606,604,18,CenTex_KINGS,HAL_I
K2513,KINGS,BEE.1A.G3,BEE1A,Sym,PD1-19,145.39,413,13.17,191.1465893,0.1779,0.0689,92.92412617,600,19.5,Sym_KINGS,HAL_II
K2514,KINGS,PDB.2.G2,PDB2,West,PD24-27,97.79,227,11.88,214.8282098,0.1759,0.0553,82.0966644,637,20.5,West_KINGS,HAL_I
K2515,KINGS,PIN.1.G2,PIN1,West,PD13-19,89.89,239,16.39,189.0426759,0.2638,0.0867,NA,741,19.5,West_KINGS,HAL_I
K2516,KINGS,BUS.3.G1,BUS3,West,PD13-20,122.89,275,11.55,165.2360515,0.1878,0.0699,82.16027875,677,19,West_KINGS,HAL_I
K2517,KINGS,CCG.5.G1,CCG5,West,PD6-19,22.59,149,2.84,70.82294264,0.1146,0.0401,78.66948258,530,23.5,West_KINGS,HAL_I
K2518,KINGS,CLD.3.G1,CLD3,West,PD13-21,72.69,217,14.81,181.7177914,0.2326,0.0815,94.26076107,608,19.5,West_KINGS,HAL_I
K2601,KINGS,CAM.1.G1,CAM1,Filipes,PD13-22,418.8,380,17.95,155.4112554,0.3368,0.1155,89.7404704,549,14.5,Filipes_KINGS,FIL
K2602,KINGS,BAN.17.G1,BAN17,CenTex,PD13-23,74.29,358,8.65,204.4917258,0.1262,0.0423,NA,686,21,CenTex_KINGS,HAL_I
K2603,KINGS,KNT.14A.G2,KNT14A,West,PD24-28,121.89,373,14.69,188.3333333,0.2587,0.078,94.11458333,549,14.5,West_KINGS,HAL_I
K2604,KINGS,CCO.2.F,CCO2,West,PD13-24,90.19,443,7,238.9078498,0.0836,0.0293,80.08849558,594,17,West_KINGS,HAL_I
K2605,KINGS,HWY.1.G1,HWY1,West,PD25-14,71.19,310,13.72,200.2919708,0.1861,0.0685,93.63057325,696,17.5,West_KINGS,HAL_I
K2607,KINGS,HDS.1.G1,HDS1,CenTex,PD24-2,107.59,299,7.5,167.4107143,0.1159,0.0448,77.2826087,564,20.5,CenTex_KINGS,HAL_I
K2608,KINGS,CCL.1.F,CCL1,West,PD13-25,81.09,273,8.77,213.902439,0.1239,0.041,78.06026365,678,21.5,West_KINGS,HAL_I
K2609,KINGS,ARB.1.G2,ARB1,CenTex,PD1-13,158.59,309,9.8,173.7588652,0.1516,0.0564,83.36252189,642,23,CenTex_KINGS,HAL_I
k2610,KINGS,LOS.2.G1,LOS2,West,PD25-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,West_KINGS,HAL_I
K2610,KINGS,LOS.2.G1,LOS2,West,PD24-3,38.59,159,13.31,175.8256275,0.2134,0.0757,81.86682521,698,21.5,West_KINGS,HAL_I
K2611,KINGS,JHC.3.G2,JHC3,TexMex,PD25-16,41.89,232,4.42,179.6747967,0.0633,0.0246,78.4989858,665,21,TexMex_KINGS,HAL_II
K2614,KINGS,CRC.1.G1,CRC1,West,PD5-19,82.69,269,5.42,200,0.0736,0.0271,88.23529412,670,21,West_KINGS,HAL_I
K2615,KINGS,SPR.30.G3,SPR30,West,PD24-30,110.49,222,14.45,161.0925307,0.2196,0.0897,74.870317,709,18,West_KINGS,HAL_I
K2616,KINGS,ABI.1.G3,ABI1,CenTex,PD13-26,88.39,477,9.62,190.1185771,0.1367,0.0506,66.58932715,708,23,CenTex_KINGS,HAL_I
K2617,KINGS,CBS.6.G1,CBS6,CenTex,PD4-19,149.29,433,7.9,198.4924623,0.1068,0.0398,79.28994083,658,20,CenTex_KINGS,HAL_I
K2701,KINGS,SMT.1.G2,SMT1,TexMex,PD24-4,277.9,341,10.9,170.846395,0.1675,0.0638,79.58557176,505,14.5,TexMex_KINGS,HAL_II
K2702,KINGS,ARA.1.G1,ARA1,Filipes,PD13-27,337.2,240,18.27,170.7476636,0.2967,0.107,81.55631986,515,17.5,Filipes_KINGS,FIL
K2703,KINGS,LOS.2.G1,LOS2,West,PD13-28,102.69,190,13.25,196.2962963,0.2037,0.0675,80.11764706,594,17.5,West_KINGS,HAL_I
K2704,KINGS,BEX.14.G1,BEX14,CenTex,PD13-29,74.69,150,18.83,215.2,0.2504,0.0875,62.34213548,534,24,CenTex_KINGS,HAL_I
K2705,KINGS,RAN.5.G1,RAN5,West,PD24-5,82.49,201,14.35,190.8244681,0.2071,0.0752,74.56189938,511,18,West_KINGS,HAL_I
K2706,KINGS,GEO.1A.G1,GEO1A,West,PD6-13,79.69,160,14.15,184.4850065,0.2354,0.0767,84.54981353,544,16.5,West_KINGS,HAL_I
K2708,KINGS,DOF.11.G1,DOF11,TexMex,PD13-30,75.49,321,5.02,226.1261261,0.0508,0.0222,52.09471767,635,28,TexMex_KINGS,HAL_II
K2709,KINGS,MCR.19.G2,MCR19,West,PD24-6,127.69,411,17.53,151.6435986,0.312,0.1156,81.39245752,613,18.5,West_KINGS,HAL_I
K2710,KINGS,LME.5.G1,LME5,West,PD9-11,94.29,353,10.85,177.2875817,0.1405,0.0612,72.02543143,621,21.5,West_KINGS,HAL_I
K2711,KINGS,CCL.1.F,CCL1,West,PD14-29,95.39,326,11.58,182.3622047,0.159,0.0635,76.8302494,636,18.5,West_KINGS,HAL_I
K2712,KINGS,MCM.1.G1,MCM1,Filipes,PD25-19,291.6,387,17.24,222.7390181,0.2497,0.0774,83.68139874,583,17,Filipes_KINGS,FIL
K2713,KINGS,PRT.4.G1,PRT4,West,PD7-12,163.49,246,18.2,186.0940695,0.2671,0.0978,78.0904059,648,20.5,West_KINGS,HAL_I
K2714,KINGS,COL.6.G1,COL6,Sym,PD14-30,37.69,84,8.06,265.1315789,0.0933,0.0304,0.005134821,589,19,Sym_KINGS,HAL_II
K2715,KINGS,GEO.1A.G1,GEO1A,West,PD6-14,63.79,128,19.22,176.1686526,0.3169,0.1091,83.21986384,676,18,West_KINGS,HAL_I
K2716,KINGS,ELG.56.G2,ELG56,West,PD6-17,44.79,130,17.76,179.757085,0.2537,0.0988,85.48565121,689,18,West_KINGS,HAL_I
K2717,KINGS,ARR.1A.G2,ARR1A,West,PD25-21,51.19,125,15.87,201.3959391,0.2408,0.0788,77.95957652,675,19.5,West_KINGS,HAL_I
K2717(2),KINGS,ARR.1A.G2,ARR1A,West,PD25-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,West_KINGS,HAL_I
K2801,KINGS,LMA.4.G2,LMA4,CenTex,PD25-24,62.29,274,6.45,184.8137536,0.0895,0.0349,91.30434783,550,19,CenTex_KINGS,HAL_I
K2802,KINGS,CCG.5.G1,CCG5,West,PD6-20,46.19,148,14.27,341.3875598,0.1328,0.0418,94.30051813,596,18.5,West_KINGS,HAL_I
K2804,KINGS,PIN.1.G2,PIN1,West,PD25-26,67.29,171,11.87,204.302926,0.1866,0.0581,95.11472983,497,14,West_KINGS,HAL_I
K2805,KINGS,HAL.2.G1,HAL2,CenTex,PD25-27,125.99,370,8.27,190.9930716,0.1159,0.0433,81.48148148,520,20,CenTex_KINGS,HAL_I
K2806,KINGS,SVN.3.G2,SVN3,West,PD9-20,134.7,309,19.85,194.7988224,0.3152,0.1019,91.38817481,522,15.5,West_KINGS,HAL_I
K2807,KINGS,CCL.1.F,CCL1,West,PD25-28,91.59,222,9.74,189.1262136,0.1415,0.0515,84.19083255,533,18,West_KINGS,HAL_I
K2808,KINGS,CHA.2.G1,CHA2,West,PD5-16,92.29,360,12.88,263.9344262,0.1936,0.0488,83.3621186,684,19.5,West_KINGS,HAL_I
K2809,KINGS,PCR.61.G1,PCR61,West,PD9-14,109.69,261,13.99,169.37046,0.2056,0.0826,77.55359395,675,22.5,West_KINGS,HAL_I
K2810,KINGS,HWY.1.G1,HWY1,West,PD25-29,31.99,181,11.3,220.703125,0.158,0.0512,85.71428571,667,19,West_KINGS,HAL_I
K2811,KINGS,STW.12.G1,STW12,CenTex,PD25-30,30.89,152,10.13,197.8515625,0.134,0.0512,92.72116461,725,19,CenTex_KINGS,HAL_I
K2812,KINGS,BME.2.G1,BME2,West,PD7-15,54.29,145,19.29,205.4313099,0.274,0.0939,78.88742882,715,18,West_KINGS,HAL_I
K2813,KINGS,LMA.4.G2,LMA4,CenTex,PD26-1,35.59,185,9.46,179.8479087,0.1226,0.0526,71.28309572,710,21,CenTex_KINGS,HAL_I
K2814,KINGS,KER.10.G1,KER10,CenTex,PD26-2,98.09,389,9.95,199,0.1308,0.05,80.55832502,722,21.5,CenTex_KINGS,HAL_I
K2815,KINGS,KNT.14A.G2,KNT14A,West,PD26-3,131.19,465,13.03,180.9722222,0.1949,0.072,88.29022989,614,20.5,West_KINGS,HAL_I
